Date,NDX,AAPL,MSFT,INTC,COST,MDB,KDP,CERN,ADBE,NVDA,NFLX,PEP,PYPL,ADSK,DOCU,FTNT,OKTA,QCOM,VRSN,ZBRA,AKAM,ANSS,CDW
2012-08-30,2753.74,20.42,25.03,18.52,75.93,,5.71,35.65,31.46,3.23,8.64,54.77,,30.41,,26.06,,46.64,47.2,37.14,37.31,69.46,
2012-08-31,2772.24,20.46,25.44,18.95,75.38,,5.74,35.48,31.27,3.22,8.53,54.96,,31.05,,26.51,,46.83,47.68,37.29,37.51,69.7,
2012-09-04,2772.03,20.76,25.09,18.64,75.59,,5.75,35.65,31.44,3.05,7.99,54.99,,31.41,,26.61,,46.34,48.1,37.27,37.67,70.77,
2012-09-05,2766.95,20.61,25.09,18.61,75.65,,5.74,35.66,32.26,3.06,7.85,54.69,,31.3,,26.53,,46.43,48.29,37.68,37.71,71.01,
2012-09-06,2829.71,20.8,25.88,19.16,77.0,,5.82,36.52,32.79,3.15,8.09,55.15,,32.77,,27.4,,47.91,49.01,38.44,39.21,72.46,
2012-09-07,2825.11,20.92,25.55,18.46,76.8,,5.75,36.55,32.46,3.08,8.09,55.11,,32.22,,27.38,,47.39,48.93,38.41,38.73,71.89,
2012-09-10,2788.35,20.38,25.36,17.75,77.36,,5.71,35.8,32.13,3.05,7.99,54.92,,31.97,,27.33,,46.9,47.9,38.24,38.49,72.57,
2012-09-11,2784.89,20.31,25.42,17.81,76.65,,5.74,35.32,32.43,3.09,8.17,54.72,,32.19,,27.2,,47.33,47.25,38.17,38.12,71.94,
2012-09-12,2791.68,20.6,25.41,17.7,77.7,,5.74,34.63,32.42,3.12,8.17,53.56,,32.58,,27.49,,47.78,47.42,38.48,37.89,72.37,
2012-09-13,2831.35,21.0,25.54,17.83,79.13,,5.86,35.53,32.81,3.14,8.29,54.18,,32.74,,27.62,,48.86,48.01,38.39,38.18,72.39,
2012-09-14,2855.23,21.26,25.76,17.84,78.7,,5.69,34.94,33.34,3.18,8.65,53.86,,33.47,,27.68,,49.64,47.78,38.41,39.03,73.03,
2012-09-17,2856.44,21.52,25.76,17.79,78.75,,5.68,34.44,33.41,3.09,8.15,53.81,,33.59,,27.35,,49.59,47.0,38.2,38.84,73.37,
2012-09-18,2857.38,21.58,25.74,17.84,78.55,,5.73,34.65,32.57,3.11,8.01,54.07,,33.47,,27.28,,49.8,46.84,38.27,38.65,73.29,
2012-09-19,2864.03,21.59,25.63,17.67,78.46,,5.77,35.53,33.12,3.15,8.15,54.16,,33.56,,27.54,,49.8,47.25,38.4,38.96,73.38,
2012-09-20,2861.7,21.49,25.96,17.69,79.05,,5.74,35.71,34.53,3.13,8.39,54.46,,33.61,,27.38,,49.24,47.29,38.26,38.68,73.84,
2012-09-21,2861.64,21.53,25.75,17.65,78.83,,5.65,36.12,33.83,3.14,8.26,53.93,,33.68,,27.0,,49.18,47.6,38.5,38.81,73.35,
2012-09-24,2843.98,21.24,25.41,17.4,79.03,,5.66,36.08,33.42,3.14,8.06,54.04,,33.48,,26.08,,48.72,47.38,38.38,38.36,73.38,
2012-09-25,2804.53,20.71,25.09,17.2,78.13,,5.64,36.3,32.9,3.08,7.69,53.78,,32.93,,25.85,,48.0,47.82,37.84,38.46,72.34,
2012-09-26,2781.63,20.46,24.91,17.29,77.79,,5.67,35.92,32.53,3.03,7.88,53.83,,32.4,,25.02,,47.69,47.8,37.38,37.93,71.86,
2012-09-27,2821.6,20.95,24.9,17.62,77.25,,5.73,36.14,32.8,3.05,7.94,54.0,,33.3,,24.69,,48.58,48.6,37.9,38.49,72.88,
2012-09-28,2799.19,20.51,24.57,17.29,77.14,,5.75,37.54,32.44,3.06,7.78,54.1,,33.35,,24.12,,47.8,48.69,37.49,38.26,73.4,
2012-10-01,2794.28,20.28,24.34,17.37,77.41,,5.76,37.55,32.62,3.01,8.01,54.01,,33.38,,23.4,,47.37,48.79,37.7,38.21,72.1,
2012-10-02,2799.29,20.34,24.48,17.43,76.62,,5.76,38.01,32.57,3.02,8.07,53.98,,33.41,,23.26,,47.28,48.52,37.61,38.43,72.1,
2012-10-03,2818.84,20.65,24.65,17.21,76.72,,5.72,38.65,32.6,2.99,8.94,54.04,,33.78,,23.38,,47.49,49.48,37.46,39.04,72.03,
2012-10-04,2828.6,20.51,24.79,17.15,78.16,,5.65,38.59,32.68,3.13,9.52,54.17,,33.18,,23.95,,47.94,49.5,37.69,39.43,72.34,
2012-10-05,2811.94,20.07,24.64,17.31,78.39,,5.68,38.09,32.47,3.05,9.51,54.35,,33.1,,24.09,,47.93,49.21,37.78,39.41,71.94,
2012-10-08,2786.92,19.62,24.58,17.18,78.06,,5.68,37.84,32.23,3.02,10.5,54.42,,32.45,,23.81,,46.98,48.39,38.01,39.6,71.03,
2012-10-09,2741.92,19.55,24.17,16.71,76.74,,5.67,36.85,31.69,2.96,9.36,54.36,,31.47,,23.71,,46.21,47.58,37.29,38.36,69.62,
2012-10-10,2728.54,19.71,23.92,16.61,78.22,,5.58,36.5,31.51,2.91,9.36,53.73,,31.03,,23.66,,45.74,47.68,36.87,37.83,69.18,
2012-10-11,2719.21,19.32,23.9,16.55,75.72,,5.6,35.2,31.78,2.93,9.43,53.37,,31.01,,23.91,,45.31,47.9,36.92,37.89,69.13,
2012-10-12,2720.14,19.36,24.11,16.39,75.13,,5.61,35.13,31.94,2.9,9.19,53.55,,31.2,,24.26,,45.06,48.03,36.49,37.58,69.55,
2012-10-15,2739.87,19.52,24.36,16.58,74.33,,5.63,35.29,32.33,2.94,9.25,53.77,,31.9,,24.75,,45.37,48.26,36.33,37.9,70.31,
2012-10-16,2778.38,19.98,24.34,17.06,74.71,,5.75,35.32,33.24,3.02,9.44,53.74,,32.68,,24.8,,46.19,48.6,36.74,38.73,71.33,
2012-10-17,2775.62,19.82,24.43,16.63,74.54,,5.77,34.77,33.44,3.0,9.79,53.59,,32.2,,20.14,,46.66,48.97,36.65,37.98,71.48,
2012-10-18,2744.17,19.45,24.35,16.54,74.19,,5.84,34.98,33.47,2.95,9.62,54.09,,31.59,,19.53,,45.88,48.7,36.49,37.28,70.75,
2012-10-19,2678.32,18.75,23.64,16.23,73.0,,5.74,34.16,33.24,2.78,9.28,53.42,,30.47,,19.72,,44.95,47.37,36.2,36.37,68.85,
2012-10-22,2694.56,19.5,23.11,16.38,73.17,,5.72,33.56,33.49,2.75,9.7,53.2,,30.95,,19.45,,44.9,47.31,36.55,36.57,68.4,
2012-10-23,2666.02,18.86,23.16,16.48,73.3,,5.68,32.99,33.31,2.83,9.75,52.38,,31.37,,19.55,,44.62,47.38,36.44,36.49,69.07,
2012-10-24,2655.55,18.97,23.03,16.38,73.64,,5.5,33.19,33.36,2.79,8.59,52.29,,31.46,,19.25,,44.1,46.69,35.11,36.11,69.36,
2012-10-25,2657.66,18.74,23.02,16.55,74.41,,5.54,33.21,33.4,2.8,8.79,52.66,,32.1,,19.37,,43.94,46.6,35.54,38.54,69.04,
2012-10-26,2665.83,18.57,23.29,16.75,74.66,,5.52,37.53,34.01,2.77,9.94,52.73,,32.31,,19.54,,45.18,39.39,35.41,38.39,68.99,
2012-10-31,2647.92,18.31,23.56,16.51,75.81,,5.53,36.96,34.03,2.75,11.32,52.93,,31.85,,19.37,,44.85,37.07,35.93,37.99,70.25,
2012-11-01,2687.52,18.34,24.37,16.99,74.81,,5.58,37.5,34.36,2.88,11.1,53.08,,32.39,,20.25,,45.7,41.15,36.98,38.57,67.49,
2012-11-02,2656.28,17.74,24.35,16.84,74.03,,5.54,37.71,34.39,2.87,10.99,52.78,,32.14,,20.02,,45.37,39.67,36.1,38.28,67.73,
2012-11-05,2672.91,17.98,24.46,16.84,75.27,,5.59,38.36,34.24,2.99,11.18,52.75,,31.98,,19.63,,46.24,40.14,36.5,38.96,68.62,
2012-11-06,2681.05,17.92,24.65,16.75,76.08,,5.64,39.35,34.39,2.99,10.91,53.01,,32.41,,19.75,,46.19,40.49,38.29,38.87,69.8,
2012-11-07,2612.69,17.24,24.01,16.12,74.94,,5.62,38.62,33.47,2.9,11.1,52.74,,31.57,,19.13,,44.47,40.42,37.78,37.57,68.22,
2012-11-08,2572.57,16.61,23.78,16.06,72.97,,5.58,37.84,32.98,2.91,10.85,52.58,,30.73,,18.88,,46.42,41.75,37.83,37.07,67.48,
2012-11-09,2584.1,16.9,23.8,16.04,73.52,,5.61,38.12,32.9,2.8,11.13,52.63,,30.94,,19.02,,47.15,41.48,38.13,36.4,67.56,
2012-11-12,2582.77,16.77,23.3,16.01,73.92,,5.67,37.36,32.7,2.74,11.17,52.45,,31.0,,18.37,,47.15,42.97,37.89,36.57,67.62,
2012-11-13,2561.86,16.77,22.55,15.64,73.7,,5.61,37.19,32.54,2.72,11.37,52.42,,30.64,,17.81,,47.54,42.29,37.65,36.31,68.19,
2012-11-14,2531.87,16.59,22.34,15.39,72.97,,5.55,36.73,32.24,2.65,11.4,52.11,,30.44,,18.05,,47.23,41.93,37.03,35.38,67.44,
2012-11-15,2524.36,16.24,22.19,15.44,73.92,,5.5,36.94,32.64,2.66,11.64,52.13,,30.5,,17.81,,46.89,41.61,37.29,36.23,67.25,
2012-11-16,2534.16,16.3,22.07,15.57,73.91,,5.53,37.39,32.65,2.61,11.56,52.22,,31.48,,18.28,,47.39,40.92,37.26,36.1,67.29,
2012-11-19,2595.83,17.48,22.25,15.61,74.59,,5.61,37.58,32.92,2.69,11.62,52.58,,31.32,,18.6,,47.51,40.61,37.77,35.87,67.79,
2012-11-20,2594.66,17.33,22.23,15.04,75.01,,5.66,37.84,32.64,2.66,11.77,52.68,,30.87,,18.25,,47.55,40.46,38.03,35.63,67.29,
2012-11-21,2600.48,17.35,22.43,14.93,74.72,,5.68,37.86,32.84,2.73,11.86,52.98,,31.34,,18.7,,47.55,40.87,38.34,35.83,66.95,
2012-11-23,2639.59,17.65,23.05,15.21,75.63,,5.78,37.87,33.4,2.75,11.85,53.65,,31.8,,19.06,,48.31,40.87,39.06,35.97,67.22,
2012-11-26,2651.67,18.21,22.8,15.34,74.35,,5.71,37.36,33.29,2.8,11.72,53.51,,32.24,,19.23,,47.82,39.69,38.89,35.73,66.89,
2012-11-27,2641.42,18.07,22.54,15.37,74.54,,5.71,37.27,33.18,2.81,11.87,53.59,,31.92,,19.18,,47.64,39.87,38.69,34.57,65.82,
2012-11-28,2665.27,18.01,22.77,15.49,79.23,,5.76,37.71,33.88,2.83,11.75,53.78,,33.1,,19.52,,47.94,40.05,38.22,35.88,65.71,
2012-11-29,2680.03,18.21,22.43,15.06,78.69,,5.79,37.49,34.09,2.78,11.63,53.75,,33.51,,19.87,,48.47,39.34,38.98,36.24,66.26,
2012-11-30,2677.88,18.08,22.16,15.09,80.27,,5.79,37.46,34.61,2.77,11.67,53.67,,33.13,,19.98,,48.68,34.15,38.95,36.62,66.33,
2012-12-03,2671.84,18.11,22.0,15.07,80.78,,5.79,37.43,34.7,2.72,10.86,53.41,,32.99,,19.68,,48.49,35.88,39.89,36.1,65.91,
2012-12-04,2667.89,17.79,21.95,15.4,80.64,,5.81,37.29,35.3,2.8,12.38,53.4,,33.08,,19.93,,48.57,35.6,39.95,36.0,65.98,
2012-12-05,2637.89,16.64,22.2,15.31,81.83,,5.86,38.1,35.4,2.76,11.91,53.7,,33.6,,18.82,,48.88,35.47,39.69,35.5,66.02,
2012-12-06,2656.3,16.91,22.25,15.54,81.44,,5.87,38.04,35.14,2.77,12.31,53.94,,33.8,,19.1,,49.32,36.56,39.78,39.06,66.26,
2012-12-07,2640.54,16.47,22.02,15.54,81.51,,5.87,37.89,35.48,2.76,12.28,54.12,,33.76,,19.7,,49.06,36.28,39.48,38.82,66.29,
2012-12-10,2647.57,16.37,22.42,15.48,81.83,,5.92,38.04,35.75,2.86,12.11,54.09,,33.96,,20.1,,49.11,36.99,39.85,39.2,66.4,
2012-12-11,2682.07,16.72,22.74,15.92,81.3,,5.88,38.69,35.54,2.92,12.3,54.25,,34.62,,20.25,,49.43,36.94,40.17,39.6,67.96,
2012-12-12,2674.57,16.65,22.67,15.94,80.82,,5.83,38.4,35.96,2.89,12.96,54.11,,34.29,,20.19,,48.77,36.8,39.73,39.97,67.94,
2012-12-13,2654.01,16.36,22.56,15.8,80.92,,5.78,38.05,35.53,2.9,13.22,54.09,,33.88,,20.54,,48.21,35.88,39.09,39.09,66.71,
2012-12-14,2628.09,15.75,22.31,15.83,80.16,,5.8,37.47,37.56,2.91,13.33,54.05,,34.21,,21.0,,45.96,35.9,38.82,38.96,67.12,
2012-12-17,2664.26,16.03,22.56,15.86,81.69,,5.8,37.88,37.42,2.9,13.53,54.21,,34.88,,21.14,,47.66,36.24,39.08,39.46,67.99,
2012-12-18,2705.39,16.49,22.94,16.16,82.59,,5.81,38.8,37.49,2.9,13.66,54.33,,35.73,,21.34,,48.67,36.93,39.94,40.94,69.27,
2012-12-19,2690.99,16.26,22.73,16.27,81.61,,5.78,38.48,38.09,2.92,13.43,53.83,,36.0,,21.36,,48.05,38.3,39.55,41.41,68.58,
2012-12-20,2693.55,16.12,23.04,16.22,82.04,,5.83,38.89,37.87,2.92,13.36,54.01,,35.9,,21.3,,48.29,37.89,40.03,41.86,68.86,
2012-12-21,2664.67,16.04,22.85,16.01,82.28,,5.81,37.97,37.71,2.85,13.05,53.64,,35.49,,21.16,,47.33,38.04,39.74,41.76,68.69,
2012-12-24,2658.05,16.07,22.52,15.91,82.24,,5.81,38.09,37.53,2.83,12.89,53.48,,35.68,,21.12,,47.55,38.02,39.75,41.39,68.94,
2012-12-26,2637.18,15.85,22.36,15.92,81.61,,5.76,37.44,37.55,2.83,12.95,53.03,,35.15,,20.8,,47.31,37.8,39.22,41.25,67.77,
2012-12-27,2632.94,15.91,22.44,15.81,80.98,,5.75,37.21,37.3,2.81,12.93,52.9,,35.12,,20.78,,47.25,38.12,39.37,41.03,67.62,
2012-12-28,2606.36,15.74,22.1,15.6,80.2,,5.7,36.9,36.9,2.8,12.76,52.4,,34.99,,20.93,,46.58,38.0,39.11,40.4,67.0,
2012-12-31,2660.93,16.44,22.23,15.9,81.65,,5.74,37.6,37.68,2.83,13.23,52.71,,35.35,,21.02,,47.52,38.82,39.31,40.91,67.34,
2013-01-02,2746.47,16.96,22.99,16.49,83.9,,5.93,39.02,38.34,2.94,13.14,53.41,,36.94,,21.19,,49.74,39.85,40.96,42.16,70.05,
2013-01-03,2732.26,16.75,22.68,16.44,84.76,,5.91,38.91,37.75,2.94,13.8,53.43,,36.37,,19.33,,49.51,40.03,41.0,40.95,69.77,
2013-01-04,2724.49,16.28,22.26,16.32,84.49,,5.94,39.33,38.13,3.04,13.71,53.51,,36.36,,19.31,,48.78,40.04,40.67,40.43,70.5,
2013-01-07,2724.22,16.18,22.21,16.38,83.84,,5.88,40.27,37.94,2.95,14.17,53.5,,36.09,,19.06,,49.17,40.06,40.9,40.77,70.49,
2013-01-08,2718.72,16.23,22.1,16.26,83.68,,5.9,39.74,38.14,2.89,13.88,53.66,,36.3,,19.09,,49.1,39.89,40.93,40.14,71.08,
2013-01-09,2727.65,15.97,22.22,16.54,83.72,,5.94,39.44,38.66,2.82,13.7,53.93,,36.67,,19.18,,49.84,39.56,41.37,39.7,72.13,
2013-01-10,2744.18,16.17,22.02,16.81,83.31,,5.95,39.88,38.62,2.83,14.0,54.55,,36.52,,19.58,,49.76,38.87,41.15,39.5,72.26,
2013-01-11,2748.26,16.07,22.33,16.96,82.93,,5.86,39.59,38.09,2.82,14.47,54.6,,36.8,,19.34,,49.86,38.0,41.3,39.59,72.83,
2013-01-14,2735.7,15.5,22.38,16.96,83.01,,5.88,39.85,38.16,2.82,14.78,54.92,,36.83,,19.44,,49.35,38.38,40.98,39.99,72.96,
2013-01-15,2722.98,15.01,22.65,16.87,83.65,,5.89,39.15,38.15,2.77,14.53,55.16,,36.71,,20.09,,49.5,39.36,41.14,39.66,73.06,
2013-01-16,2734.73,15.63,22.51,17.05,83.97,,5.84,38.35,37.88,2.79,13.93,55.06,,36.73,,19.92,,49.77,39.25,41.11,39.37,72.64,
2013-01-17,2747.15,15.53,22.68,17.49,83.5,,5.86,38.78,37.73,2.83,13.96,55.8,,37.33,,19.8,,50.04,39.41,41.32,39.75,73.56,
2013-01-18,2743.24,15.45,22.68,16.38,83.69,,5.89,39.38,37.98,2.81,14.17,55.83,,37.5,,19.75,,49.69,39.55,41.53,39.96,73.08,
2013-01-22,2746.19,15.59,22.6,16.32,84.48,,5.88,40.26,37.95,2.8,13.97,55.62,,36.55,,19.32,,49.69,39.7,41.72,39.93,72.71,
2013-01-23,2762.17,15.88,22.98,16.28,84.46,,5.76,40.1,38.25,2.8,14.75,55.32,,36.86,,19.71,,49.85,39.87,41.8,40.06,72.62,
2013-01-24,2723.53,13.92,23.0,16.15,85.09,,5.79,40.29,38.11,2.82,20.98,55.64,,37.6,,19.95,,49.47,39.99,43.0,40.56,72.74,
2013-01-25,2736.73,13.59,23.2,16.16,84.65,,5.79,40.45,38.32,2.87,24.22,55.84,,38.99,,20.83,,48.9,42.96,42.86,41.15,73.52,
2013-01-28,2742.43,13.9,23.23,16.23,84.76,,5.8,40.32,38.24,2.91,23.16,55.93,,38.86,,21.05,,48.91,42.88,42.12,40.69,73.94,
2013-01-29,2743.58,14.16,23.31,16.41,85.48,,5.85,40.93,38.52,2.85,24.16,56.19,,38.86,,19.71,,48.74,42.8,42.09,40.18,74.12,
2013-01-30,2738.71,14.11,23.18,16.48,84.79,,5.89,40.0,37.94,2.85,23.96,56.4,,38.73,,19.35,,48.8,43.17,42.68,40.4,73.73,
2013-01-31,2731.53,14.07,22.85,16.22,84.64,,5.86,40.04,37.83,2.83,23.61,56.12,,38.88,,23.59,,50.72,43.41,43.28,40.71,73.6,
2013-02-01,2763.96,14.01,23.25,16.47,86.13,,5.88,40.8,38.34,2.86,23.54,55.98,,38.94,,23.6,,51.26,44.34,43.65,41.81,74.42,
2013-02-04,2715.68,13.66,22.84,16.32,84.75,,5.91,40.31,38.1,2.81,24.96,55.81,,38.53,,22.89,,50.42,44.61,43.39,41.36,73.99,
2013-02-05,2754.99,14.14,22.89,16.51,85.44,,5.97,40.55,38.51,2.88,24.91,56.35,,39.06,,23.0,,51.43,45.09,43.42,41.05,74.63,
2013-02-06,2746.35,14.13,22.76,16.36,84.33,,5.99,41.45,38.4,2.85,26.34,56.06,,38.71,,23.41,,51.61,44.93,43.93,41.58,74.27,
2013-02-07,2746.5,14.55,22.71,16.22,84.46,,5.98,41.99,38.07,2.84,25.99,56.09,,38.65,,23.08,,51.12,44.98,43.7,35.26,74.59,
2013-02-08,2775.56,14.76,22.93,16.37,85.24,,5.95,42.74,39.12,2.86,25.85,55.93,,38.89,,23.44,,51.43,45.39,44.07,35.42,74.69,
2013-02-11,2774.64,14.91,23.19,16.39,84.57,,5.91,42.44,38.64,2.89,25.41,55.74,,38.89,,23.11,,51.61,45.66,43.39,35.31,74.71,
2013-02-12,2762.62,14.54,23.2,16.51,84.38,,5.89,42.47,38.89,2.87,25.42,55.6,,38.91,,23.85,,50.62,45.53,44.25,36.74,75.74,
2013-02-13,2773.77,14.51,23.33,16.56,84.27,,5.55,42.5,38.81,2.86,26.61,55.08,,38.66,,23.31,,50.28,45.58,44.9,37.31,75.89,
2013-02-14,2771.43,14.5,23.34,16.55,84.6,,5.56,42.64,38.61,2.94,26.77,55.68,,38.67,,23.42,,50.34,45.67,44.62,37.87,75.51,
2013-02-15,2764.67,14.3,23.31,16.46,84.72,,5.58,42.65,38.63,2.94,27.07,56.76,,39.0,,23.51,,50.26,46.14,44.95,38.49,75.62,
2013-02-19,2782.86,14.29,23.54,16.44,84.5,,5.59,42.89,38.99,2.9,28.06,58.16,,38.98,,23.54,,50.45,46.22,45.37,38.58,76.28,
2013-02-20,2739.99,13.95,23.39,16.16,83.82,,5.52,42.26,38.77,2.86,26.73,58.1,,38.73,,23.59,,50.14,45.62,45.12,37.4,76.09,
2013-02-21,2711.51,13.86,23.07,15.78,83.5,,5.53,41.79,38.34,2.84,26.74,58.05,,37.97,,23.16,,49.79,45.3,44.71,37.07,75.69,
2013-02-22,2737.28,14.01,23.3,15.91,83.89,,5.58,42.47,38.55,2.89,25.69,58.21,,37.91,,24.01,,49.89,45.8,45.21,36.27,76.38,
2013-02-25,2700.97,13.76,22.97,15.77,83.0,,5.55,41.42,38.11,2.84,25.62,57.92,,36.62,,23.73,,49.78,44.88,44.32,36.31,75.47,
2013-02-26,2713.02,13.95,22.97,16.04,82.47,,5.56,42.29,38.59,2.88,26.3,58.25,,36.79,,24.69,,50.14,44.78,44.45,36.36,74.53,
2013-02-27,2741.26,13.81,23.34,16.31,83.53,,5.62,42.54,39.6,2.93,26.33,58.56,,36.2,,24.79,,50.42,45.32,44.86,36.58,75.16,
2013-02-28,2738.58,13.72,23.33,16.27,83.99,,5.67,42.43,39.31,2.94,26.87,58.79,,36.72,,24.18,,50.42,45.81,44.72,36.96,75.8,
2013-03-01,2747.75,13.38,23.46,16.39,84.1,,5.69,43.28,39.83,2.96,27.05,58.91,,37.36,,24.15,,50.93,46.17,44.05,36.65,76.68,
2013-03-04,2759.53,13.05,23.62,16.58,85.77,,5.7,43.46,40.46,2.94,25.89,59.43,,38.65,,24.14,,51.18,46.41,44.28,37.4,77.23,
2013-03-05,2799.25,13.4,23.79,16.76,85.54,,5.76,44.76,41.46,2.98,25.96,59.66,,39.34,,24.54,,52.21,46.58,44.87,37.49,78.47,
2013-03-06,2792.56,13.23,23.57,16.95,85.05,,5.74,44.1,41.29,2.97,26.13,59.59,,39.94,,24.28,,51.4,46.63,44.79,37.53,78.82,
2013-03-07,2799.49,13.38,23.61,17.06,84.56,,5.7,44.39,41.5,2.97,25.94,59.85,,40.01,,23.95,,51.5,46.41,44.62,37.28,78.98,
2013-03-08,2804.11,13.41,23.5,16.82,85.44,,5.72,44.77,41.5,2.98,26.39,59.9,,40.17,,24.34,,51.39,46.78,45.04,37.24,79.74,
2013-03-11,2811.86,13.61,23.39,16.9,84.95,,5.74,45.01,41.48,2.95,25.78,59.62,,40.36,,24.29,,51.43,46.85,45.47,35.6,80.09,
2013-03-12,2800.81,13.31,23.42,16.86,86.03,,5.77,45.15,41.4,2.96,26.02,59.66,,40.3,,24.45,,51.69,46.41,45.52,34.77,79.5,
2013-03-13,2798.68,13.31,23.43,16.88,85.76,,5.73,45.07,41.59,2.96,27.48,59.7,,40.46,,24.65,,51.47,46.3,45.72,34.66,79.96,
2013-03-14,2807.3,13.44,23.61,16.87,85.34,,5.74,45.11,41.62,2.97,26.91,59.89,,40.69,,25.0,,51.33,45.76,46.14,34.66,80.56,
2013-03-15,2799.41,13.79,23.53,16.66,84.37,,5.78,45.01,41.38,2.94,26.41,59.77,,40.14,,24.78,,50.09,45.65,46.27,34.69,80.12,
2013-03-18,2792.3,14.16,23.58,16.57,84.32,,5.82,44.2,41.06,2.92,26.51,59.49,,40.03,,24.19,,49.78,45.23,46.16,34.55,80.07,
2013-03-19,2787.27,14.12,23.65,16.48,84.68,,5.9,44.03,40.75,2.9,25.91,59.48,,39.67,,23.36,,49.9,45.34,46.2,34.67,79.21,
2013-03-20,2805.91,14.05,23.77,16.51,85.48,,6.0,44.33,42.46,2.93,26.15,59.21,,41.16,,23.63,,50.69,45.98,46.46,35.45,79.61,
2013-03-21,2774.85,14.07,23.59,16.4,85.84,,5.98,43.93,42.18,2.89,26.0,59.08,,41.03,,23.29,,50.39,45.62,45.81,35.01,79.33,
2013-03-22,2800.81,14.35,23.71,16.62,87.16,,6.09,45.16,42.97,2.9,25.9,61.01,,41.39,,23.03,,50.83,46.36,46.12,34.78,79.43,
2013-03-25,2789.45,14.4,23.63,16.48,87.46,,6.08,44.88,42.49,2.89,25.83,60.38,,40.38,,22.93,,50.63,46.32,45.61,34.4,78.95,
2013-03-26,2806.5,14.33,23.63,16.97,87.87,,6.12,45.22,42.75,2.91,27.23,61.23,,40.6,,22.99,,51.37,46.77,46.03,35.08,79.24,
2013-03-27,2809.98,14.05,23.81,17.01,88.43,,6.12,44.96,42.66,2.94,27.18,60.74,,40.92,,23.27,,51.41,47.12,46.49,35.16,79.89,
2013-03-28,2818.69,13.75,24.01,17.02,87.99,,6.16,45.96,43.52,2.98,27.04,61.38,,41.25,,23.68,,51.61,47.27,47.13,35.32,81.42,
2013-04-01,2797.07,13.33,24.01,16.7,87.74,,6.12,45.71,43.38,2.89,26.06,61.37,,39.93,,22.98,,50.89,47.29,46.15,34.9,79.5,
2013-04-02,2820.62,13.35,24.17,16.72,89.29,,6.12,46.0,43.85,2.86,25.24,61.87,,39.57,,22.95,,51.08,46.9,45.76,34.84,79.38,
2013-04-03,2795.04,13.42,23.97,16.41,88.2,,6.07,45.03,43.7,2.82,24.25,61.26,,38.54,,22.21,,50.86,46.46,45.0,34.78,77.82,
2013-04-04,2794.92,13.29,24.0,16.48,88.2,,6.1,44.71,44.21,2.85,23.81,61.7,,38.48,,22.31,,50.74,46.64,45.28,34.06,77.33,
2013-04-05,2771.75,13.15,24.08,16.32,87.73,,6.05,44.69,43.38,2.9,23.52,60.97,,38.35,,21.97,,50.24,45.95,44.96,34.18,76.48,
2013-04-08,2786.13,13.24,23.99,16.44,88.76,,6.12,45.32,43.79,2.89,23.29,61.68,,38.35,,21.73,,50.78,46.15,45.37,34.49,76.55,
2013-04-09,2804.67,13.27,24.85,16.95,87.72,,6.08,45.18,44.17,2.94,24.19,61.46,,38.46,,22.12,,50.86,45.5,45.3,34.67,76.51,
2013-04-10,2859.21,13.54,25.41,17.35,87.69,,6.16,46.21,44.7,2.98,23.72,62.11,,39.65,,21.85,,51.88,46.41,46.18,36.04,79.3,
2013-04-11,2859.07,13.5,24.29,17.01,87.91,,6.24,46.34,45.21,2.97,24.72,62.04,,39.01,,18.99,,51.68,46.5,46.56,35.79,77.99,
2013-04-12,2856.48,13.35,24.16,16.9,88.01,,6.25,45.93,45.03,3.04,24.74,62.06,,38.36,,18.77,,51.41,46.73,45.98,35.41,78.31,
2013-04-15,2797.47,13.05,24.08,16.66,86.41,,6.13,44.41,44.6,2.98,25.21,61.23,,36.71,,18.07,,50.49,45.91,45.02,34.44,76.49,
2013-04-16,2838.41,13.24,24.31,17.08,87.53,,6.23,45.61,45.28,3.01,25.12,62.07,,37.69,,18.13,,50.74,46.0,45.37,34.79,78.03,
2013-04-17,2781.98,12.52,24.19,17.09,86.88,,6.15,44.79,44.9,2.97,24.19,61.18,,36.82,,18.07,,49.52,45.54,44.86,34.18,76.92,
2013-04-18,2741.95,12.18,24.16,17.33,85.92,,6.18,44.24,44.46,2.92,23.4,63.04,,35.93,,17.69,,49.07,45.33,44.12,33.74,75.07,
2013-04-19,2780.46,12.13,24.98,17.49,86.61,,6.3,44.53,44.74,2.92,23.34,64.22,,36.12,,17.53,,49.29,44.71,44.52,33.55,74.88,
2013-04-22,2810.07,12.39,25.87,17.83,87.2,,6.28,44.4,44.53,2.93,24.91,64.69,,36.24,,17.78,,49.79,44.39,45.0,34.28,75.02,
2013-04-23,2835.37,12.62,25.68,18.22,88.94,,6.27,45.08,44.87,3.0,31.0,65.25,,37.26,,17.8,,50.39,44.53,46.06,35.47,76.73,
2013-04-24,2834.12,12.6,26.65,18.44,89.42,,6.32,44.7,44.67,3.11,30.96,63.88,,37.56,,17.53,,50.89,45.37,45.71,36.09,77.58,
2013-04-25,2848.66,12.69,26.8,18.22,90.49,,6.31,44.46,45.05,3.13,30.54,64.26,,37.87,,17.58,,48.14,46.1,46.1,42.48,78.3,
2013-04-26,2840.55,12.96,26.68,18.24,90.61,,6.3,46.51,44.91,3.12,30.79,64.02,,37.31,,17.36,,47.43,44.77,45.75,42.61,78.01,
