Date,NDX,AAPL,MSFT,INTC,COST,MDB,KDP,CERN,ADBE,NVDA,NFLX,PEP,PYPL,ADSK,DOCU,FTNT,OKTA,QCOM,VRSN,ZBRA,AKAM,ANSS,CDW
2011-01-03,2254.23,10.09,22.06,15.0,54.67,,4.32,23.26,31.29,3.63,25.49,47.6,,39.27,,16.55,,37.36,30.87,38.2,48.26,52.57,
2011-01-04,2251.46,10.14,22.15,15.22,54.56,,4.33,22.89,31.51,3.62,25.91,47.35,,38.53,,17.49,,37.95,30.68,37.84,47.14,52.34,
2011-01-05,2270.4,10.23,22.08,15.07,53.55,,4.42,22.91,32.22,3.9,25.68,48.21,,41.24,,18.25,,38.74,30.95,37.8,48.85,53.2,
2011-01-06,2277.51,10.22,22.72,14.95,53.3,,4.46,22.95,32.27,4.44,25.43,48.39,,41.26,,18.19,,39.22,31.2,37.48,48.45,53.27,
2011-01-07,2276.7,10.29,22.55,14.87,53.3,,4.32,23.01,32.04,4.56,25.61,48.06,,40.76,,17.61,,38.52,30.81,37.6,48.69,52.45,
2011-01-10,2284.38,10.49,22.25,14.89,53.17,,4.28,23.11,32.96,4.74,26.84,47.82,,40.87,,18.0,,38.49,30.41,37.71,48.79,53.61,
2011-01-11,2288.73,10.46,22.16,15.15,53.61,,4.35,23.3,32.98,4.66,26.66,48.02,,40.8,,18.03,,38.77,30.28,38.51,48.75,53.97,
2011-01-12,2304.88,10.55,22.51,15.33,53.93,,4.38,23.27,33.57,5.36,26.99,48.31,,40.53,,18.29,,38.97,30.07,38.55,49.26,53.82,
2011-01-13,2305.53,10.58,22.23,15.32,54.01,,4.36,23.14,33.38,5.37,27.36,48.44,,41.08,,18.4,,38.62,30.1,38.79,50.38,53.96,
2011-01-14,2323.43,10.67,22.31,15.17,54.7,,4.34,23.5,33.79,5.42,27.35,48.34,,41.44,,18.68,,38.75,30.63,38.67,51.75,54.96,
2011-01-18,2328.79,10.43,22.6,15.17,54.77,,4.31,23.69,34.18,5.29,27.67,48.19,,42.03,,18.33,,39.48,30.74,38.97,52.24,55.99,
2011-01-19,2303.32,10.38,22.45,15.12,54.37,,4.32,23.32,33.91,5.15,27.27,47.71,,41.49,,17.8,,38.82,30.13,38.55,51.51,54.93,
2011-01-20,2286.08,10.19,22.35,15.08,54.59,,4.27,23.32,33.49,5.15,26.43,47.71,,41.31,,17.48,,38.22,30.21,38.18,50.34,52.15,
2011-01-21,2268.32,10.0,22.09,14.98,54.9,,4.29,23.38,33.27,5.1,26.01,47.68,,41.5,,17.55,,38.15,29.76,37.83,48.93,52.51,
2011-01-24,2300.39,10.33,22.38,15.29,54.78,,4.26,23.57,34.03,5.68,26.28,47.91,,41.05,,17.25,,38.34,30.23,38.53,49.43,53.31,
2011-01-25,2304.03,10.45,22.43,15.51,54.66,,4.32,23.36,33.56,5.5,26.68,47.61,,40.33,,16.96,,38.36,30.04,38.62,47.82,51.82,
2011-01-26,2314.19,10.53,22.69,15.65,54.78,,4.32,23.38,33.52,5.64,26.15,47.68,,40.88,,19.83,,38.61,30.46,39.13,48.02,52.97,
2011-01-27,2330.07,10.51,22.76,15.65,55.16,,4.32,23.5,33.85,5.62,30.12,47.46,,40.77,,18.9,,40.88,30.4,39.46,47.99,52.55,
2011-01-28,2270.51,10.29,21.88,15.44,54.26,,4.25,23.4,32.49,5.46,31.14,46.62,,39.97,,18.48,,40.01,31.19,38.27,47.75,51.85,
2011-01-31,2281.91,10.39,21.86,15.44,54.19,,4.32,23.98,33.05,5.49,30.58,46.56,,40.68,,19.23,,40.3,31.09,38.9,48.32,52.45,
2011-02-01,2324.95,10.56,22.07,15.46,54.64,,4.31,24.28,33.51,5.62,30.41,47.09,,42.16,,19.73,,41.01,31.56,40.0,49.07,53.53,
2011-02-02,2321.09,10.54,22.03,15.52,53.45,,4.32,23.93,33.43,5.87,30.18,46.8,,43.41,,19.5,,40.2,31.45,39.8,48.06,54.11,
2011-02-03,2323.07,10.52,21.8,15.65,55.85,,4.3,23.59,33.53,5.76,30.21,46.46,,43.75,,19.44,,40.94,31.83,40.08,48.11,53.89,
2011-02-04,2338.2,10.61,21.9,15.73,55.92,,4.35,23.98,33.36,5.9,31.44,46.22,,43.69,,20.43,,41.12,32.6,40.35,47.88,54.26,
2011-02-07,2349.2,10.77,22.23,15.74,56.01,,4.36,24.19,33.56,5.65,31.15,46.1,,43.52,,19.88,,41.0,32.83,40.45,47.39,55.04,
2011-02-08,2363.61,10.88,22.3,15.71,56.43,,4.3,24.41,33.57,5.48,31.09,46.45,,42.93,,20.24,,41.77,32.8,40.21,48.1,54.43,
2011-02-09,2360.95,10.97,22.05,15.57,56.48,,4.29,23.64,33.01,5.35,31.76,46.64,,42.24,,20.08,,41.85,33.32,40.7,47.99,53.65,
2011-02-10,2364.35,10.86,21.68,15.82,56.39,,4.14,23.81,33.57,5.24,31.89,45.87,,42.75,,20.33,,42.44,33.46,40.95,40.75,54.4,
2011-02-11,2379.15,10.93,21.49,15.79,56.76,,4.14,23.94,33.67,5.39,33.01,46.24,,42.69,,20.32,,42.89,33.92,41.18,41.43,54.37,
2011-02-14,2385.6,11.0,21.47,15.65,56.48,,4.12,23.81,33.86,5.31,35.36,45.85,,42.34,,20.5,,43.31,33.8,41.1,42.1,54.24,
2011-02-15,2381.92,11.02,21.38,15.57,56.23,,4.15,24.03,33.94,5.18,34.4,46.58,,42.71,,20.23,,43.66,33.82,38.48,42.95,54.12,
2011-02-16,2397.94,11.12,21.43,15.79,56.7,,4.18,24.17,34.69,5.37,33.96,46.3,,43.84,,20.63,,43.59,34.17,38.63,42.79,54.51,
2011-02-17,2397.57,10.97,21.58,15.94,56.61,,4.42,24.28,34.98,5.9,33.66,46.84,,43.66,,20.66,,43.93,34.09,39.19,42.67,54.77,
2011-02-18,2392.47,10.73,21.46,16.07,57.06,,4.44,24.2,35.39,5.89,33.64,45.9,,43.4,,20.85,,44.07,33.95,39.39,41.57,55.09,
2011-02-22,2322.86,10.37,21.09,15.83,55.89,,4.37,23.8,33.74,5.33,31.66,45.72,,42.1,,19.81,,43.36,32.43,38.38,40.22,54.02,
2011-02-23,2300.94,10.49,21.09,15.35,55.1,,4.34,23.39,33.38,5.08,30.17,45.56,,39.59,,19.94,,42.59,32.45,37.44,39.99,53.32,
2011-02-24,2313.31,10.5,21.23,15.45,55.21,,4.37,23.68,33.45,5.2,30.74,45.63,,40.43,,20.39,,43.18,32.92,37.2,39.66,54.11,
2011-02-25,2346.29,10.66,21.06,15.87,55.65,,4.44,24.45,34.63,5.31,30.35,46.04,,42.75,,20.75,,44.09,33.25,37.34,39.48,55.83,
2011-02-28,2350.99,10.82,21.08,15.58,56.57,,4.4,24.36,34.5,5.2,29.52,45.91,,42.05,,20.42,,44.51,32.61,37.32,37.53,56.32,
2011-03-01,2315.26,10.7,20.75,15.52,55.69,,4.45,24.46,33.97,4.97,29.23,45.76,,41.21,,19.83,,43.36,32.39,36.65,37.36,54.93,
2011-03-02,2326.77,10.78,20.68,15.6,54.28,,4.44,24.71,34.48,4.77,29.18,45.91,,40.35,,20.18,,42.65,32.93,36.73,38.11,55.07,
2011-03-03,2371.76,11.01,20.78,15.81,54.83,,4.55,25.36,35.05,4.79,29.05,46.5,,41.17,,21.11,,43.95,33.22,37.39,37.78,55.28,
2011-03-04,2359.96,11.02,20.58,15.65,55.08,,4.56,25.29,35.27,4.77,30.1,46.25,,40.71,,21.62,,43.44,33.39,37.55,37.37,55.0,
2011-03-07,2328.07,10.88,20.4,15.39,54.61,,4.56,24.89,34.72,4.7,29.63,46.3,,40.11,,21.56,,43.01,32.83,36.69,36.54,53.93,
2011-03-08,2337.55,10.89,20.55,15.34,55.69,,4.59,25.0,35.29,4.49,27.92,46.53,,40.68,,21.64,,42.69,33.52,37.11,36.51,54.73,
2011-03-09,2322.69,10.79,20.53,15.39,56.1,,4.63,25.18,35.13,4.4,27.57,47.16,,40.34,,21.6,,41.09,33.38,36.86,36.57,54.38,
2011-03-10,2284.29,10.62,20.15,15.09,55.51,,4.55,24.79,34.86,4.12,28.57,47.0,,39.9,,21.08,,40.37,32.95,36.2,36.41,53.05,
2011-03-11,2299.26,10.78,20.37,15.15,54.88,,4.57,25.03,34.61,4.15,29.22,47.16,,40.11,,21.5,,40.05,33.27,36.24,36.2,53.08,
2011-03-14,2290.72,10.83,20.38,15.12,54.34,,4.6,25.11,34.08,4.18,28.74,46.79,,40.38,,21.81,,39.95,32.92,35.95,36.06,51.9,
2011-03-15,2259.62,10.58,20.14,14.65,54.13,,4.57,24.62,33.04,4.06,31.02,45.96,,39.25,,21.12,,39.59,32.9,35.51,35.74,51.79,
2011-03-16,2202.97,10.1,19.66,14.38,52.77,,4.51,24.51,32.09,4.03,30.55,45.45,,38.47,,20.51,,37.72,32.26,35.2,34.96,51.34,
2011-03-17,2225.24,10.25,19.65,14.44,53.3,,4.58,24.9,31.84,4.1,30.56,46.01,,38.56,,20.73,,39.08,32.41,35.35,36.47,51.02,
2011-03-18,2221.07,10.13,19.67,14.46,53.45,,4.65,25.01,31.99,4.05,29.91,46.13,,39.4,,21.15,,38.63,32.34,35.97,36.19,51.31,
2011-03-21,2262.7,10.39,20.09,14.65,53.74,,4.55,25.71,32.34,4.08,30.41,46.76,,40.97,,21.89,,40.06,32.8,37.1,36.38,52.74,
2011-03-22,2257.96,10.45,20.07,14.62,54.12,,4.59,26.15,32.88,4.01,31.63,46.64,,41.51,,21.15,,39.21,32.56,37.1,36.56,53.55,
2011-03-23,2270.5,10.39,20.26,14.73,53.65,,4.63,26.21,31.68,4.09,32.72,46.83,,41.62,,20.51,,39.18,32.6,37.3,36.67,53.69,
2011-03-24,2312.09,10.56,20.47,14.79,54.55,,4.65,26.35,32.59,4.42,32.73,46.83,,43.81,,20.85,,40.13,33.12,38.14,37.76,54.48,
2011-03-25,2316.36,10.76,20.32,14.78,54.06,,4.65,26.43,32.64,4.28,32.86,46.67,,43.27,,21.52,,39.4,33.45,39.87,38.45,54.2,
2011-03-28,2303.1,10.73,20.15,14.76,53.9,,4.58,26.4,32.43,4.44,33.9,46.93,,42.97,,21.16,,38.98,33.33,39.06,37.51,53.67,
2011-03-29,2325.54,10.75,20.22,14.72,54.39,,4.61,26.64,32.62,4.4,33.91,46.8,,43.4,,21.7,,40.27,33.67,39.04,37.95,53.98,
2011-03-30,2336.52,10.68,20.31,14.85,55.08,,4.6,26.75,32.95,4.24,33.99,47.45,,43.6,,21.5,,40.72,33.68,38.98,38.1,53.97,
2011-03-31,2338.99,10.67,20.14,14.65,55.46,,4.56,26.97,33.16,4.24,33.97,46.98,,44.11,,22.08,,40.96,33.46,39.24,38.0,54.19,
2011-04-01,2342.92,10.55,20.21,14.31,56.17,,4.61,27.38,34.16,4.18,34.58,47.58,,43.83,,20.39,,40.69,33.71,39.32,37.6,53.69,
2011-04-04,2334.54,10.45,20.26,14.14,56.11,,4.64,27.56,34.37,4.03,34.96,47.48,,44.0,,21.75,,39.67,34.01,39.35,37.7,53.77,
2011-04-05,2327.87,10.38,20.45,14.3,56.68,,4.6,27.75,34.18,4.04,34.89,47.84,,43.96,,22.25,,39.28,34.17,39.35,37.07,53.81,
2011-04-06,2332.34,10.35,20.74,14.48,56.73,,4.62,27.31,34.24,4.01,34.28,47.96,,43.47,,21.0,,39.99,34.16,39.1,37.24,53.78,
2011-04-07,2332.88,10.35,20.78,14.54,58.87,,4.62,26.58,34.48,4.16,33.42,48.09,,43.16,,19.91,,39.76,34.12,38.72,37.37,53.27,
2011-04-08,2321.18,10.26,20.68,14.53,57.8,,4.6,26.45,34.15,4.03,33.55,47.95,,42.79,,19.78,,40.06,33.66,38.42,37.35,53.18,
2011-04-11,2314.5,10.13,20.61,14.6,57.64,,4.69,26.56,34.38,3.98,32.59,48.17,,42.85,,19.53,,39.89,33.35,38.39,36.46,53.36,
2011-04-12,2298.3,10.18,20.34,14.34,57.83,,4.75,26.42,34.09,3.99,33.42,48.56,,42.36,,18.94,,39.03,34.05,37.79,36.98,53.02,
2011-04-13,2316.63,10.29,20.33,14.36,57.8,,4.74,27.02,34.21,4.08,34.11,48.47,,42.63,,20.15,,39.35,34.54,37.92,37.54,53.19,
2011-04-14,2311.25,10.18,20.16,14.21,57.75,,4.75,27.07,34.33,4.25,33.82,48.66,,42.7,,20.08,,39.29,34.12,37.76,37.38,52.83,
2011-04-15,2307.58,10.03,20.12,14.33,58.22,,4.71,27.1,34.51,4.3,33.64,48.95,,43.09,,20.3,,39.7,33.95,37.96,38.09,52.9,
2011-04-18,2292.34,10.16,19.89,14.24,58.17,,4.73,26.65,33.85,4.15,33.33,48.98,,42.47,,19.61,,39.81,33.8,36.93,39.73,51.68,
2011-04-19,2306.77,10.35,19.95,14.41,58.03,,4.77,26.66,33.65,4.14,34.51,48.74,,42.43,,19.39,,39.9,33.71,36.99,39.62,51.96,
2011-04-20,2357.76,10.48,20.43,15.54,59.43,,4.77,27.31,33.69,4.26,34.92,49.11,,44.35,,20.15,,41.29,34.47,38.05,39.94,52.98,
2011-04-21,2377.3,10.74,20.24,15.57,59.66,,4.8,27.24,33.48,4.25,36.03,49.17,,44.88,,20.21,,42.53,34.47,38.05,39.98,53.28,
2011-04-25,2383.72,10.81,20.31,15.92,59.5,,4.76,27.03,33.23,4.32,35.95,48.9,,45.55,,20.43,,42.44,34.33,37.87,40.68,53.47,
2011-04-26,2396.03,10.73,20.77,16.31,60.35,,4.75,27.08,33.13,4.43,32.7,49.39,,44.99,,20.58,,42.74,34.22,38.47,40.36,54.0,
2011-04-27,2413.59,10.72,20.92,16.42,61.35,,4.92,27.15,33.65,4.43,33.71,49.55,,45.11,,20.86,,43.46,34.37,38.75,40.98,54.94,
2011-04-28,2409.9,10.62,21.18,16.55,61.62,,4.87,27.19,34.02,4.48,33.48,50.86,,45.0,,23.89,,43.01,34.41,38.71,34.94,54.56,
2011-04-29,2404.08,10.72,20.56,16.8,61.19,,4.82,29.15,33.55,4.59,33.24,50.25,,44.98,,24.35,,42.65,34.17,39.29,34.43,55.29,
2011-05-02,2404.24,10.6,20.35,16.63,61.3,,4.84,29.41,33.55,4.53,33.88,50.56,,44.66,,23.12,,42.76,34.32,40.1,34.23,54.67,
2011-05-03,2392.8,10.66,20.47,16.86,60.9,,4.88,28.93,33.49,4.32,33.03,50.76,,44.22,,22.61,,42.2,33.78,39.92,33.46,54.73,
2011-05-04,2387.51,10.7,20.67,17.19,60.62,,4.82,28.81,33.22,4.28,32.74,50.94,,43.75,,22.08,,41.89,33.46,42.14,34.35,54.19,
2011-05-05,2375.21,10.62,20.45,17.27,60.22,,4.83,28.62,32.94,4.29,32.9,50.21,,43.43,,23.09,,41.93,34.64,41.57,35.17,53.64,
2011-05-06,2383.18,10.61,20.52,17.01,60.86,,4.83,28.9,33.4,4.44,32.78,50.53,,44.31,,23.25,,42.26,35.57,41.7,34.62,53.83,
2011-05-09,2390.97,10.64,20.49,16.65,61.57,,4.84,29.1,33.97,4.54,33.77,50.93,,44.29,,23.72,,42.33,35.6,41.79,34.59,54.25,
2011-05-10,2411.35,10.7,20.36,16.85,62.2,,4.87,29.08,34.75,4.54,33.95,51.08,,45.15,,23.6,,42.51,35.78,42.91,34.91,54.87,
2011-05-11,2393.08,10.63,20.11,17.12,61.98,,5.01,29.13,35.4,4.56,34.38,51.21,,45.2,,23.03,,42.27,35.56,42.27,34.14,54.04,
2011-05-12,2407.89,10.61,20.08,17.34,63.21,,5.09,29.05,35.86,4.71,35.11,51.76,,45.99,,23.5,,42.83,36.68,42.76,34.15,55.47,
2011-05-13,2379.24,10.43,19.85,17.12,62.76,,5.13,28.93,35.33,4.19,35.22,51.47,,45.57,,23.48,,42.67,36.53,42.03,33.95,55.53,
2011-05-16,2337.85,10.21,19.49,17.29,62.45,,5.14,28.68,34.39,4.06,33.87,51.59,,44.39,,23.4,,42.36,35.7,41.45,32.95,55.3,
2011-05-17,2343.51,10.29,19.57,17.23,62.75,,5.19,28.6,34.72,4.05,33.85,51.87,,43.49,,23.33,,42.09,35.8,41.4,32.4,55.15,
2011-05-18,2362.95,10.41,19.71,17.47,63.15,,5.11,29.79,34.87,4.14,34.65,51.99,,44.28,,23.66,,42.17,37.29,42.18,32.48,56.07,
2011-05-19,2369.67,10.43,19.73,17.22,63.62,,5.19,30.12,35.41,4.08,34.68,52.36,,44.39,,24.32,,42.8,37.26,42.36,32.65,57.21,
2011-05-20,2351.43,10.26,19.55,16.98,63.27,,5.17,29.97,35.31,4.15,35.13,52.01,,42.35,,24.26,,42.86,37.27,42.2,34.2,57.01,
2011-05-23,2316.78,10.24,19.3,16.72,62.7,,5.15,29.37,34.43,4.15,35.4,51.82,,42.27,,23.42,,42.12,36.68,41.63,33.3,55.67,
2011-05-24,2303.55,10.17,19.28,16.54,61.72,,5.15,28.83,34.14,4.17,35.37,51.78,,42.09,,23.24,,42.06,36.27,41.12,32.94,55.98,
2011-05-25,2310.95,10.31,19.31,16.59,60.94,,5.09,29.15,34.13,4.22,37.07,51.39,,42.38,,23.96,,42.73,36.22,42.19,32.88,56.52,
2011-05-26,2325.93,10.26,19.69,16.46,61.31,,5.11,29.22,34.54,4.32,37.68,51.37,,42.68,,23.66,,42.87,36.34,42.96,33.18,57.07,
2011-05-27,2336.09,10.33,19.77,16.25,61.85,,5.04,29.17,34.29,4.48,37.79,51.35,,42.5,,23.93,,43.0,35.37,43.24,33.66,57.06,
2011-05-31,2372.54,10.65,19.97,16.47,62.57,,5.06,29.13,34.63,4.6,38.69,51.88,,42.98,,24.25,,43.93,35.02,44.45,33.94,57.37,
2011-06-01,2322.48,10.58,19.5,16.09,60.85,,5.03,28.9,34.12,4.4,38.18,51.65,,41.44,,24.85,,42.85,34.52,42.84,33.19,55.56,
2011-06-02,2326.7,10.6,19.34,16.16,59.93,,5.01,28.62,34.26,4.37,38.81,51.07,,41.36,,23.51,,43.34,35.05,42.59,33.62,55.86,
2011-06-03,2292.31,10.52,19.09,15.89,59.03,,4.95,28.2,33.27,4.24,39.1,50.68,,40.84,,23.44,,42.77,34.91,41.61,32.83,54.69,
2011-06-06,2274.48,10.35,19.17,15.97,58.94,,4.92,28.42,32.84,4.15,37.51,50.62,,40.28,,23.7,,42.35,34.29,41.09,31.84,53.84,
2011-06-07,2268.96,10.17,19.21,16.14,59.45,,4.93,28.3,33.01,4.15,37.67,50.65,,39.54,,24.2,,42.37,34.21,41.24,31.37,53.48,
2011-06-08,2252.89,10.17,19.11,15.96,59.88,,4.88,28.5,32.24,4.03,37.47,50.58,,38.24,,23.95,,42.22,34.12,41.21,30.26,52.54,
2011-06-09,2256.65,10.15,19.13,15.92,59.96,,4.9,28.48,32.22,3.99,37.51,51.07,,38.08,,23.79,,41.9,34.02,41.04,30.04,52.08,
2011-06-10,2221.09,9.98,18.93,15.64,59.4,,4.95,28.12,31.67,3.93,36.95,50.47,,37.9,,22.66,,40.94,33.7,40.24,29.45,52.01,
2011-06-13,2222.28,10.0,19.19,15.65,59.52,,5.01,28.13,31.66,3.9,36.75,50.74,,37.56,,22.75,,40.79,33.27,39.99,29.39,52.58,
2011-06-14,2250.34,10.18,19.34,15.96,60.12,,5.05,28.73,32.09,3.94,37.3,51.12,,37.92,,22.89,,41.68,33.46,41.21,29.54,53.32,
2011-06-15,2209.01,10.01,18.95,15.67,59.12,,5.0,28.38,31.13,3.85,36.73,50.32,,36.57,,22.31,,40.57,32.98,40.74,28.99,52.84,
2011-06-16,2199.93,9.96,19.16,15.67,59.82,,5.04,28.19,30.8,3.72,35.61,50.62,,36.44,,23.17,,39.74,32.77,40.5,29.47,52.72,
2011-06-17,2192.96,9.81,19.37,15.5,60.41,,5.02,28.4,30.47,3.63,35.1,50.49,,35.69,,22.66,,39.51,32.72,39.99,29.49,52.99,
2011-06-20,2204.36,9.66,19.53,15.6,61.64,,5.06,28.47,30.95,3.59,35.09,50.69,,35.7,,22.72,,40.1,32.6,40.1,29.24,52.98,
2011-06-21,2251.82,9.96,19.77,15.84,61.75,,5.05,28.8,32.01,3.67,36.24,50.65,,37.04,,24.64,,40.82,33.27,40.7,30.06,54.56,
2011-06-22,2235.75,9.88,19.68,15.65,61.09,,5.01,28.54,30.01,3.61,35.52,50.54,,36.47,,24.66,,40.49,33.13,40.76,29.86,53.76,
2011-06-23,2255.05,10.14,19.66,15.88,61.0,,4.96,28.34,30.44,3.72,36.53,49.95,,37.17,,25.12,,41.21,33.07,41.01,29.84,54.03,
2011-06-24,2217.06,9.99,19.4,15.51,60.03,,4.94,28.14,29.97,3.61,36.71,50.3,,36.69,,25.85,,40.64,32.74,39.99,29.25,53.05,
2011-06-27,2252.24,10.17,20.12,15.61,60.58,,5.02,28.61,30.89,3.54,37.16,50.74,,37.43,,26.01,,41.06,32.75,40.58,29.5,53.55,
2011-06-28,2285.75,10.27,20.6,15.72,60.69,,5.05,29.3,30.79,3.56,37.87,51.16,,38.18,,26.71,,41.58,32.74,41.39,30.11,54.44,
2011-06-29,2294.43,10.23,20.45,15.65,60.72,,5.13,29.36,31.15,3.61,37.85,51.41,,38.54,,26.91,,41.57,33.57,41.72,30.8,54.98,
2011-06-30,2325.07,10.28,20.76,16.21,61.63,,5.19,29.64,31.45,3.66,37.53,51.75,,38.6,,27.29,,42.58,33.46,42.17,31.47,54.67,
2011-07-01,2361.39,10.51,20.77,16.48,61.86,,5.22,30.34,31.53,3.71,38.28,51.57,,38.7,,27.58,,43.4,33.88,42.87,31.49,55.54,
2011-07-05,2371.21,10.7,20.78,16.41,61.67,,5.29,30.56,31.52,3.65,41.38,51.27,,38.87,,27.9,,43.6,34.24,42.68,31.18,55.43,
2011-07-06,2378.58,10.77,21.02,16.64,62.7,,5.3,30.88,31.65,3.6,41.57,51.56,,39.37,,28.17,,44.02,34.45,43.0,31.43,56.42,
2011-07-07,2412.89,10.94,21.37,16.99,62.26,,5.16,31.19,32.07,3.61,41.77,51.82,,40.39,,27.59,,44.44,34.62,43.05,31.54,56.76,
2011-07-08,2405.89,11.01,21.49,16.89,61.76,,5.19,31.07,31.54,3.54,42.16,51.38,,40.12,,28.05,,44.51,34.42,43.32,31.66,56.52,
2011-07-11,2362.0,10.84,21.26,16.71,61.21,,5.11,30.48,30.98,3.42,41.53,50.92,,38.99,,27.35,,43.67,33.82,42.21,30.81,55.45,
2011-07-12,2343.79,10.83,21.19,16.42,61.23,,5.13,30.22,30.35,3.37,41.61,50.71,,37.23,,26.86,,42.38,33.56,42.01,30.94,54.73,
2011-07-13,2352.43,10.96,21.26,16.44,61.33,,5.13,30.35,30.07,3.37,42.68,50.62,,37.26,,27.48,,42.06,33.4,41.96,30.95,54.42,
2011-07-14,2325.06,10.95,21.13,16.29,60.94,,5.06,29.98,29.35,3.23,40.95,50.41,,36.35,,26.98,,41.18,32.79,41.52,29.62,53.38,
2011-07-15,2356.67,11.17,21.38,16.36,60.59,,5.06,30.03,29.29,3.24,40.99,50.35,,36.15,,26.85,,41.21,33.66,41.81,29.85,53.82,
2011-07-18,2344.01,11.45,21.23,16.3,60.02,,4.92,29.85,28.77,3.17,39.86,49.97,,35.33,,26.53,,41.45,33.24,42.06,29.06,52.56,
2011-07-19,2398.17,11.54,21.99,16.87,61.31,,5.05,30.83,29.4,3.27,41.04,50.36,,36.33,,26.78,,42.73,33.72,42.73,29.24,53.74,
2011-07-20,2387.8,11.85,21.6,16.82,61.22,,5.05,30.25,29.16,3.22,40.2,50.33,,35.87,,21.61,,42.97,33.32,42.09,29.36,52.55,
2011-07-21,2404.24,11.86,21.63,16.68,61.85,,5.01,31.01,29.56,3.38,39.4,48.62,,36.2,,20.7,,42.7,33.17,42.59,29.41,52.87,
2011-07-22,2429.5,12.04,21.98,16.92,61.96,,5.0,31.55,29.72,3.44,39.51,48.32,,37.07,,21.09,,43.09,33.77,42.7,30.37,53.13,
2011-07-25,2424.15,12.2,22.28,16.85,61.57,,4.92,31.13,29.65,3.39,40.22,47.3,,36.48,,20.59,,42.6,33.69,42.37,30.41,52.47,
2011-07-26,2429.45,12.35,22.42,16.75,61.11,,4.91,30.58,29.63,3.31,38.13,47.08,,36.57,,20.69,,42.4,33.78,41.61,30.69,52.8,
2011-07-27,2367.16,12.02,21.82,16.48,59.47,,4.78,30.0,28.5,3.18,38.49,46.92,,34.9,,19.81,,40.94,32.71,40.42,29.48,51.44,
2011-07-28,2371.77,12.0,22.13,16.49,59.43,,4.74,30.08,28.02,3.18,38.09,46.95,,34.34,,19.8,,41.24,32.03,40.21,23.84,50.99,
2011-07-29,2362.81,11.96,21.87,16.33,59.37,,4.68,32.25,27.71,3.18,38.0,47.06,,34.4,,20.32,,41.08,31.21,40.0,24.22,50.6,
2011-08-01,2354.05,12.15,21.77,16.27,58.96,,4.65,32.08,27.67,3.35,37.63,46.92,,34.4,,20.24,,40.58,30.65,39.42,23.77,50.3,
2011-08-02,2292.85,11.91,21.39,15.89,57.53,,4.62,31.26,27.03,3.31,36.74,46.42,,33.44,,20.13,,39.75,29.99,38.69,23.03,49.11,
2011-08-03,2312.78,12.02,21.49,16.11,58.66,,4.69,31.38,27.37,3.4,37.14,47.38,,33.95,,21.08,,40.29,30.41,38.57,23.62,49.94,
2011-08-04,2207.2,11.56,20.71,15.4,58.23,,4.53,29.45,26.15,3.08,35.11,46.55,,31.57,,20.8,,38.43,29.27,35.34,22.88,51.04,
2011-08-05,2194.38,11.44,20.5,15.36,58.4,,4.64,29.08,25.62,2.97,34.44,47.52,,30.92,,19.62,,38.26,28.93,34.65,22.59,49.48,
2011-08-08,2060.29,10.82,19.54,14.85,53.75,,4.4,26.8,23.91,2.74,32.38,46.27,,28.06,,18.0,,35.46,27.97,31.23,21.09,46.03,
2011-08-09,2160.79,11.45,20.42,15.22,56.82,,4.48,28.29,24.81,2.97,33.97,46.36,,29.96,,19.19,,37.41,29.26,32.26,21.89,49.36,
2011-08-10,2073.09,11.14,19.32,14.72,53.57,,4.33,26.65,22.8,2.83,33.2,44.32,,28.16,,18.17,,35.44,28.1,31.57,21.24,47.36,
2011-08-11,2167.07,11.44,20.11,15.33,55.26,,4.54,28.19,24.0,3.08,34.73,46.2,,28.75,,19.46,,37.16,30.01,33.83,22.29,49.65,
2011-08-12,2182.05,11.54,20.04,15.25,55.4,,4.63,28.22,24.1,2.96,34.86,46.42,,29.18,,19.71,,37.87,31.03,34.28,22.55,50.52,
2011-08-15,2214.12,11.74,20.37,15.43,56.38,,4.59,28.88,24.65,3.07,35.18,46.71,,30.09,,20.6,,38.44,31.53,34.91,23.25,51.52,
2011-08-16,2194.27,11.65,20.37,15.36,57.19,,4.57,28.53,24.63,2.98,34.15,46.85,,29.45,,20.32,,38.3,30.79,34.74,22.85,50.94,
2011-08-17,2181.62,11.65,20.28,15.27,57.93,,4.6,28.11,24.56,2.94,33.18,47.48,,28.85,,20.84,,38.25,30.55,34.62,22.62,49.92,
2011-08-18,2073.03,11.21,19.82,14.6,56.59,,4.49,26.86,23.28,2.74,31.07,46.36,,26.51,,18.7,,35.96,28.91,32.7,20.81,47.26,
2011-08-19,2038.22,10.9,19.32,14.17,56.59,,4.43,27.11,22.69,2.69,29.32,45.61,,23.41,,17.54,,34.88,28.73,31.94,20.28,45.98,
2011-08-22,2044.73,10.91,19.26,14.31,56.64,,4.44,27.43,23.17,2.74,29.32,45.5,,24.29,,17.26,,34.79,28.85,31.98,19.97,46.19,
2011-08-23,2129.27,11.44,19.86,14.56,58.01,,4.51,29.92,23.78,3.04,31.36,46.64,,25.28,,18.48,,36.04,30.47,33.54,20.82,48.17,
2011-08-24,2145.04,11.52,20.0,14.62,58.98,,4.47,30.58,24.1,2.99,30.86,46.81,,26.47,,17.84,,36.1,30.49,34.19,20.66,48.45,
